serie,meses,CAGR,vol_anual,Sharpe,Sortino,max_drawdown,Calmar,retorno_acumulado
Fundo — sem overlay (1/3 VFMF + 1/3 VB + 1/3 BIL),101,0.08975559167952185,0.12974733396143692,0.5335558623198184,0.758090074018401,-0.20478599044215273,0.4382897066627012,1.061515683510481
Fundo — overlay de crédito binário,101,0.06984563121414444,0.12280497582015631,0.4072755039312214,0.5415660148386738,-0.20478599044215273,0.3410664521696088,0.7651681096659753
Fundo — overlay dois eixos graduado,101,0.080558249908663,0.12339834163907411,0.48617785525693963,0.6657862462258385,-0.20478599044215273,0.39337773904713874,0.9195770287677214
Benchmark 2/3 SPY + 1/3 BIL,101,0.10730836215902495,0.10959732050711336,0.7573604432649346,1.139985846545667,-0.16132154614783878,0.6651830751776028,1.3582719127450078
SPY,101,0.14529292160284624,0.1643779916450362,0.7573604432649346,1.1399858465456667,-0.23927165170841846,0.6072299855224943,2.1324286422301078
Sleeve 1 (proxy VFMF),101,0.12783109143311755,0.18659724993101784,0.6050943715540139,0.8542238546148558,-0.303538684917524,0.4211360784799182,1.7524590218800404
"Sleeve 2 (proxy VB, sempre ligado)",101,0.10347411052073818,0.20679770164582406,0.45895437799271943,0.6580809557267856,-0.3005870890983331,0.3442400364936765,1.2904180002169379
