serie,n,R2_ajustado,alpha_mensal,p_alpha_mensal,Mkt-RF,p_Mkt-RF,SMB,p_SMB,HML,p_HML,RMW,p_RMW,CMA,p_CMA,Mom,p_Mom,alpha_anualizado
factor_proxy_VFMF,99,0.9684970657157039,-0.000571550727558762,0.5130291689928346,0.9471811042513126,0.0,0.4436676168000239,5.1378884220843364e-30,0.33443956555496784,1.1137688852259522e-21,0.16301043084436123,5.112512421291735e-05,0.01217896815052142,0.8249586413153376,0.11738436843784969,8.951361427771658e-07,-0.006837089518369144
smallcap_VB_sempre_ligada,99,0.9720805874370233,-0.0012541473140387743,0.17544542652104633,1.0019120567992916,0.0,0.6409143446334451,2.2622391419763005e-64,0.1265475990576546,0.002868207761999367,0.007746531270996365,0.8656876779949301,-0.03247818011942641,0.6569978211659444,0.028286278009382854,0.36632494125607085,-0.014946390082896888
smallcap_VB_com_regime_bruto,99,0.653428721349699,-0.0024665075793200257,0.32857882432840346,0.7265653082896928,6.930456148633573e-10,0.4459747444152611,0.00014180523674632293,-0.0229498480248614,0.8879170663781066,-0.18930265579993816,0.21044277286046398,0.19452566317117576,0.43585426486825074,0.10226676979622731,0.36572597079164726,-0.029199852353739786
smallcap_VB_com_regime_liquido,99,0.6539019076743244,-0.0025152149140326143,0.3205924777236072,0.7270006451514137,6.291106736459984e-10,0.4452370862893928,0.00014551140540368604,-0.021049077609013152,0.8967367387334637,-0.18836530455757328,0.21215425759913442,0.1932809613428491,0.4381288810896027,0.1026737666814512,0.36423156169213533,-0.02976852368097138
renda_fixa_BIL,99,0.12569223181048417,-4.542665927065347e-05,0.00393894526110125,-0.0007869008870142935,0.14049370216739307,-5.476987327788843e-05,0.948190759864467,-0.0019341641895120301,0.012729358910525387,5.479713225864629e-05,0.9607772851322951,0.0012649433620830258,0.2535875666317162,0.0009390102155333358,0.14621913587768398,-0.0005449837354982723
fundo_proxy_bruto,99,0.880253189309691,-0.0010278283220498134,0.27670656023576556,0.5576531705513303,1.6008881175846625e-38,0.2965291971140023,6.19878648922725e-10,0.1031851844468648,0.09795073956699217,-0.008745809274439395,0.8794379338330245,0.06932319156126009,0.4659734573765828,0.07353004948320342,0.08319616336355865,-0.012264453745676307
fundo_proxy_liquido,99,0.880495792837442,-0.0010440641002873432,0.2701854005810015,0.5577982828385706,1.1403697293238943e-38,0.2962833110720462,6.472897227279054e-10,0.10381877458548089,0.09478434115692984,-0.008433358860317791,0.8835716268860796,0.06890829095181784,0.46805930888192426,0.07366571511161141,0.08288510274392255,-0.012457074389055411
benchmark_2_3_SPY_1_3_BIL,99,0.9963290016876519,-1.8215413087748325e-05,0.9181844487505005,0.6560590690316733,0.0,-0.0743938695870347,4.421278973539955e-19,0.017376851727256355,0.05593058643851168,0.037289876546401354,0.004128399276726954,0.011212327596779259,0.3445417708683175,-3.686538922462873e-05,0.9958351755724445,-0.00021856305949885524
SPY,99,0.9963848919689946,-4.609789996295558e-06,0.9860744801114457,0.984482053991017,0.0,-0.1115634194439131,8.280191992719815e-20,0.027032359685640602,0.045649768636999315,0.055907416253472786,0.004102908894130412,0.016186019714127337,0.3596359672528787,-0.0005248031916036122,0.9605259956441723,-5.531607746611655e-05
