trial,state,value,momentum_window,stop_multiplier,bars,total_trades,win_rate,total_return,annualized_return,annualized_volatility,return_skewness,return_kurtosis,sharpe_ratio,sortino_ratio,max_drawdown,profit_factor,exposure,final_equity
0,COMPLETE,0.27738188976067674,30,3.5,1163,37,0.40540540540540543,0.1907825299435406,0.03855966540219069,0.23250514210440726,1.4720220424300956,16.477819739186607,0.27738188976067674,0.43892874495901457,-0.45094381049064514,1.427142406432903,0.48065348237317285,1.1907825299435406
1,COMPLETE,0.589894280236221,50,2.5,1163,31,0.3225806451612903,0.5777930336199353,0.10385919331747662,0.20145863513825693,1.7503925793943105,27.451334026941282,0.589894280236221,0.9420377729934974,-0.33492624318724795,2.08215208852895,0.32158211521926056,1.5777930336199353
2,COMPLETE,0.18522951381351035,15,1.5,1163,72,0.3888888888888889,0.0829847895837581,0.01742406764561566,0.19009117439433895,0.8968467322729505,12.891332748195476,0.18522951381351035,0.28288397971890805,-0.3743804217101053,1.1487813727262315,0.28546861564918313,1.082984789583758
3,COMPLETE,0.3676667806335038,10,3.5,1163,78,0.28205128205128205,0.3327080360165682,0.06421091220163011,0.2613005970183442,0.8609590519272726,12.96854268578308,0.3676667806335038,0.5653293475431996,-0.3671778661112979,1.3752104708656199,0.5382631126397248,1.3327080360165682
4,COMPLETE,0.528829125751039,40,3.0,1163,31,0.41935483870967744,0.4932086926070187,0.09075849911466127,0.2024227710128649,1.9549093092136298,24.390114453267802,0.528829125751039,0.8610868727178062,-0.3804450709370458,1.992351045052483,0.35339638865004297,1.4932086926070187
5,COMPLETE,0.3676667806335038,10,3.5,1163,78,0.28205128205128205,0.3327080360165682,0.06421091220163011,0.2613005970183442,0.8609590519272726,12.96854268578308,0.3676667806335038,0.5653293475431996,-0.3671778661112979,1.3752104708656199,0.5382631126397248,1.3327080360165682
6,COMPLETE,0.6521671634506593,55,2.0,1163,33,0.42424242424242425,0.6173916953861971,0.10980400498489584,0.18562531225857412,2.908983336764413,35.18726943396035,0.6521671634506593,1.1389952904698104,-0.28533356753008177,2.071421835477827,0.2519346517626827,1.617391695386197
7,COMPLETE,0.08006473929823138,20,1.5,1163,57,0.3157894736842105,-0.008900605678571316,-0.001935350994060836,0.18228521155437258,0.6699777056203609,17.317679483490462,0.08006473929823138,0.11930653939685812,-0.32081508384334767,1.0678412019451025,0.25021496130696474,0.9910993943214287
8,COMPLETE,0.5430286778604484,25,2.5,1163,47,0.3617021276595745,0.5799948279286464,0.10419279173428353,0.23106482420658736,1.426198838816989,19.115311799348518,0.5430286778604484,0.8695117650565987,-0.43088766498120334,1.769727769996226,0.410146173688736,1.5799948279286464
9,COMPLETE,0.5906077241540442,30,2.0,1163,37,0.40540540540540543,0.56773517119753,0.10233065185041967,0.19730312044654646,2.4486937649266394,27.997223325416503,0.5906077241540442,0.9999282361390811,-0.35002655597821397,1.8340850895005416,0.3310404127257094,1.56773517119753
10,COMPLETE,0.7125762271121473,60,2.0,1163,26,0.34615384615384615,0.5791470916630557,0.10406439259453193,0.15541362612339066,4.655383712657393,59.11947238745479,0.7125762271121473,1.3646004694097484,-0.332711066953025,2.409293996221022,0.2063628546861565,1.5791470916630557
11,COMPLETE,0.7125762271121473,60,2.0,1163,26,0.34615384615384615,0.5791470916630557,0.10406439259453193,0.15541362612339066,4.655383712657393,59.11947238745479,0.7125762271121473,1.3646004694097484,-0.332711066953025,2.409293996221022,0.2063628546861565,1.5791470916630557
12,COMPLETE,0.7125762271121473,60,2.0,1163,26,0.34615384615384615,0.5791470916630557,0.10406439259453193,0.15541362612339066,4.655383712657393,59.11947238745479,0.7125762271121473,1.3646004694097484,-0.332711066953025,2.409293996221022,0.2063628546861565,1.5791470916630557
13,COMPLETE,0.7219155763752217,45,2.5,1163,30,0.3333333333333333,0.8244459062262375,0.13915317161843044,0.21115029630158744,1.0456636180399705,31.477063880915097,0.7219155763752217,1.1446712172516391,-0.2786848850117055,2.525321083478838,0.32674118658641443,1.8244459062262375
14,COMPLETE,0.7219155763752217,45,2.5,1163,30,0.3333333333333333,0.8244459062262375,0.13915317161843044,0.21115029630158744,1.0456636180399705,31.477063880915097,0.7219155763752217,1.1446712172516391,-0.2786848850117055,2.525321083478838,0.32674118658641443,1.8244459062262375
15,COMPLETE,0.7219155763752217,45,2.5,1163,30,0.3333333333333333,0.8244459062262375,0.13915317161843044,0.21115029630158744,1.0456636180399705,31.477063880915097,0.7219155763752217,1.1446712172516391,-0.2786848850117055,2.525321083478838,0.32674118658641443,1.8244459062262375
16,COMPLETE,0.528829125751039,40,3.0,1163,31,0.41935483870967744,0.4932086926070187,0.09075849911466127,0.2024227710128649,1.9549093092136298,24.390114453267802,0.528829125751039,0.8610868727178062,-0.3804450709370458,1.992351045052483,0.35339638865004297,1.4932086926070187
17,COMPLETE,0.528829125751039,40,3.0,1163,31,0.41935483870967744,0.4932086926070187,0.09075849911466127,0.2024227710128649,1.9549093092136298,24.390114453267802,0.528829125751039,0.8610868727178062,-0.3804450709370458,1.992351045052483,0.35339638865004297,1.4932086926070187
18,COMPLETE,0.589894280236221,50,2.5,1163,31,0.3225806451612903,0.5777930336199353,0.10385919331747662,0.20145863513825693,1.7503925793943105,27.451334026941282,0.589894280236221,0.9420377729934974,-0.33492624318724795,2.08215208852895,0.32158211521926056,1.5777930336199353
19,COMPLETE,0.6004032353500885,35,3.0,1163,34,0.35294117647058826,0.6633972448912941,0.11656916147413976,0.22520526885462042,1.8324308795959008,18.912746728197483,0.6004032353500885,0.9965516243676719,-0.2758205012000411,2.225344155930537,0.41960447119518485,1.6633972448912941
20,COMPLETE,0.589894280236221,50,2.5,1163,31,0.3225806451612903,0.5777930336199353,0.10385919331747662,0.20145863513825693,1.7503925793943105,27.451334026941282,0.589894280236221,0.9420377729934974,-0.33492624318724795,2.08215208852895,0.32158211521926056,1.5777930336199353
21,COMPLETE,0.7219155763752217,45,2.5,1163,30,0.3333333333333333,0.8244459062262375,0.13915317161843044,0.21115029630158744,1.0456636180399705,31.477063880915097,0.7219155763752217,1.1446712172516391,-0.2786848850117055,2.525321083478838,0.32674118658641443,1.8244459062262375
22,COMPLETE,0.7219155763752217,45,2.5,1163,30,0.3333333333333333,0.8244459062262375,0.13915317161843044,0.21115029630158744,1.0456636180399705,31.477063880915097,0.7219155763752217,1.1446712172516391,-0.2786848850117055,2.525321083478838,0.32674118658641443,1.8244459062262375
23,COMPLETE,0.49231082770384454,45,3.0,1163,30,0.3,0.4653994057771085,0.08632434909865117,0.21467840972369526,0.9631351941577981,29.6601649722187,0.49231082770384454,0.7633653424052542,-0.33805581377697946,1.9652766449195,0.33963886500429924,1.4653994057771085
24,COMPLETE,0.8349361077367882,35,2.5,1163,34,0.4117647058823529,1.0963100007954507,0.1739600003761257,0.22083567071171584,1.9479416420697369,20.24732726050911,0.8349361077367882,1.4215790400782495,-0.22144030979400742,2.7494554806345555,0.3989681857265692,2.0963100007954507
25,COMPLETE,0.8349361077367882,35,2.5,1163,34,0.4117647058823529,1.0963100007954507,0.1739600003761257,0.22083567071171584,1.9479416420697369,20.24732726050911,0.8349361077367882,1.4215790400782495,-0.22144030979400742,2.7494554806345555,0.3989681857265692,2.0963100007954507
26,COMPLETE,1.0529030351565012,35,2.0,1163,34,0.4411764705882353,1.4201892774113367,0.21108006706823557,0.20066920372392133,2.5947441627363697,26.32375074000924,1.0529030351565012,1.9065427184605268,-0.19253277130576796,3.0223365112814706,0.3250214961306965,2.4201892774113367
