trial,state,value,momentum_window,stop_multiplier,bars,total_trades,win_rate,total_return,annualized_return,annualized_volatility,return_skewness,return_kurtosis,sharpe_ratio,sortino_ratio,max_drawdown,profit_factor,exposure,final_equity
0,COMPLETE,0.5359307142217719,30,3.5,1163,41,0.4146341463414634,0.4661891813011003,0.08645118329053658,0.1872905765795646,0.6064455541176291,9.822662661712444,0.5359307142217719,0.8177582542874929,-0.2018497299602502,1.9194875139173675,0.43852106620808257,1.4661891813011003
1,COMPLETE,0.4443029525443126,50,2.5,1163,22,0.4090909090909091,0.25682694698140573,0.05077833719783831,0.13049940643653946,1.4233189437734848,21.042675050917303,0.4443029525443126,0.7008215952875965,-0.233733398641504,1.6834119603083935,0.2510748065348237,1.2568269469814057
2,COMPLETE,0.2719563633795653,15,1.5,1163,65,0.2923076923076923,0.16160452992597718,0.03299185381216918,0.17640760001340552,0.33988968575429546,10.462785438680404,0.2719563633795653,0.3967715388273219,-0.22969186850107448,1.241780575480776,0.3929492691315563,1.1616045299259772
3,COMPLETE,0.08755915919278803,10,3.5,1163,76,0.3684210526315789,-0.019563053299739508,-0.004271803829488552,0.2124415759281042,-1.3849271990409384,26.886656615083375,0.08755915919278803,0.12002013321779785,-0.41066743909530323,1.081533250742044,0.5064488392089423,0.9804369467002605
4,COMPLETE,0.6389801657560497,40,3.0,1163,31,0.45161290322580644,0.5910771498379903,0.10586638945506044,0.18374252898035948,0.8685274504148834,12.459426120192076,0.6389801657560497,0.9980697008065399,-0.15441946252953875,2.3105430815785892,0.3757523645743766,1.5910771498379903
5,COMPLETE,0.08755915919278803,10,3.5,1163,76,0.3684210526315789,-0.019563053299739508,-0.004271803829488552,0.2124415759281042,-1.3849271990409384,26.886656615083375,0.08755915919278803,0.12002013321779785,-0.41066743909530323,1.081533250742044,0.5064488392089423,0.9804369467002605
6,COMPLETE,0.19431906986065284,55,2.0,1163,30,0.3333333333333333,0.08013894667542187,0.016844159991183494,0.1276021572534454,1.0998388129675198,22.525198759034378,0.19431906986065284,0.2933581792297362,-0.2589618674859475,1.231773483115476,0.235597592433362,1.0801389466754219
7,COMPLETE,-0.20414663987898404,20,1.5,1163,57,0.2982456140350877,-0.1679429250294464,-0.039054631549261254,0.14418751077995826,-0.10097016858039297,13.532951499360353,-0.20414663987898404,-0.2814363951780833,-0.3416741961459916,0.8864944920881699,0.2699914015477214,0.8320570749705536
8,COMPLETE,-0.19385253938879324,25,2.5,1163,43,0.27906976744186046,-0.175155300596593,-0.04086565581605506,0.1541403863037124,0.5143682188082406,16.658484957283854,-0.19385253938879324,-0.2757271731998385,-0.29558188279415143,0.8050292949258228,0.30782459157351677,0.824844699403407
9,COMPLETE,0.5165137216755658,30,2.0,1163,41,0.3902439024390244,0.346495258766782,0.066586865163484,0.1449889674498001,1.4009499119367326,18.1635635312377,0.5165137216755658,0.8268725770418259,-0.23642811935679986,1.7550681370525958,0.2467755803955288,1.346495258766782
