trial,state,value,momentum_window,stop_multiplier,bars,total_trades,win_rate,total_return,annualized_return,annualized_volatility,return_skewness,return_kurtosis,sharpe_ratio,sortino_ratio,max_drawdown,profit_factor,exposure,final_equity
0,COMPLETE,1.066535275851961,30,3.5,1163,42,0.47619047619047616,3.327659755519581,0.3736116268627161,0.35611935794225813,1.3275751894743952,11.65074570650584,1.066535275851961,1.8096431277485843,-0.26676713690772635,3.341108134423791,0.5210662080825451,4.327659755519581
1,COMPLETE,0.9130708279618388,50,2.5,1163,32,0.375,1.845543368972058,0.2543218004716439,0.29567584533948277,0.7754506483829213,9.652117856891252,0.9130708279618388,1.465266960914174,-0.3357513340871936,3.21622631873528,0.37403267411865865,2.845543368972058
2,COMPLETE,0.7996907439222884,15,1.5,1163,73,0.3424657534246575,1.7137659388319624,0.24150049576846122,0.3403468860979413,2.9293017565565282,32.0845751131171,0.7996907439222884,1.4437633534464696,-0.3864693583682537,2.032664031165066,0.33276010318142735,2.7137659388319624
3,COMPLETE,0.6170183725073998,10,3.5,1163,85,0.36470588235294116,1.210555931364226,0.1875363999392421,0.40911085284239035,2.5764493436494034,28.163577614446943,0.6170183725073998,1.0666139299615636,-0.3764555652317195,1.7235675729822615,0.5588993981083406,2.210555931364226
4,COMPLETE,0.5815550343500276,40,3.0,1163,38,0.23684210526315788,0.8552643443526442,0.14329534713276915,0.3125568486809014,1.7121091051008424,17.228472246274187,0.5815550343500276,0.9741173857668225,-0.45730333938091294,2.0838871849175424,0.3748925193465176,1.8552643443526442
5,COMPLETE,0.6170183725073998,10,3.5,1163,85,0.36470588235294116,1.210555931364226,0.1875363999392421,0.40911085284239035,2.5764493436494034,28.163577614446943,0.6170183725073998,1.0666139299615636,-0.3764555652317195,1.7235675729822615,0.5588993981083406,2.210555931364226
6,COMPLETE,0.19793463632773553,55,2.0,1163,34,0.2647058823529412,0.09336339298715557,0.01952889026676341,0.23344718425760322,1.5078532946640573,17.21480374790444,0.19793463632773553,0.3190927641682654,-0.5015110748265917,1.3132376736739173,0.2123817712811694,1.0933633929871556
7,COMPLETE,0.31926894920520016,20,1.5,1163,61,0.3770491803278688,0.2573796676570952,0.05087844948266307,0.26569978285928375,0.33893203864104715,15.598954961201569,0.31926894920520016,0.47759132108878244,-0.34809725439604544,1.3525283231430725,0.2760103181427343,1.2573796676570952
8,COMPLETE,0.3485819453111564,25,2.5,1163,49,0.2653061224489796,0.32512661175950575,0.06289618954237053,0.3218223592921109,0.9354905240971738,11.580152355850927,0.3485819453111564,0.5439231798064872,-0.4838084373897572,1.6291865576102704,0.4204643164230438,1.3251266117595057
9,COMPLETE,0.7570454746917704,30,2.0,1163,42,0.4523809523809524,1.2548392295455901,0.19265116440181274,0.2850360195812675,2.3606569069303873,23.476886791958872,0.7570454746917704,1.3390322373059989,-0.27405764319686365,2.2226633214041573,0.31556319862424764,2.25483922954559
10,COMPLETE,0.5815550343500276,40,3.0,1163,38,0.23684210526315788,0.8552643443526442,0.14329534713276915,0.3125568486809014,1.7121091051008424,17.228472246274187,0.5815550343500276,0.9741173857668225,-0.45730333938091294,2.0838871849175424,0.3748925193465176,1.8552643443526442
11,COMPLETE,0.7272120296492272,60,3.0,1163,29,0.3103448275862069,1.1736823895057618,0.1832158655962206,0.28790071668642125,0.7198851087831787,9.343612780391366,0.7272120296492272,1.1482767779688352,-0.2505855012100392,2.5841026465776045,0.36113499570077384,2.1736823895057618
12,COMPLETE,0.9599999760098362,45,2.5,1163,28,0.42857142857142855,1.9501355784178296,0.2641710127788679,0.2865353000783948,0.9885616618255425,10.269578891560716,0.9599999760098362,1.5885171740284008,-0.2589271652499653,3.7688825819428153,0.3353396388650043,2.9501355784178296
