entry_signal_time,entry_time,exit_time,entry_price,exit_price,quantity,entry_cost,exit_cost,net_return,holding_bars,exit_reason
2020-03-26,2020-03-27,2020-04-02,96.54299926757812,95.08200073242188,1034.2565014606712,149.77533699450822,147.50876614409344,-0.0180833133674847,5,momentum_exit
2020-04-03,2020-04-06,2020-05-15,96.80000305175781,118.4260025024414,1012.8574242728828,147.06690264091594,179.92298379233517,0.2197443480516812,29,momentum_exit
2020-05-15,2020-05-18,2020-05-27,120.21749877929688,117.16735976082938,994.774887756005,179.38402328172407,174.83272073211975,-0.028291344179187883,7,intraday_stop
2020-06-01,2020-06-02,2020-07-14,123.3499984741211,148.85811941964286,942.0835578709444,174.30900813881337,210.3551801412526,0.2031796980586984,30,intraday_stop
2020-08-10,2020-08-11,2020-08-12,155.66000366210938,155.39999389648438,898.2185740173312,209.72505978136866,209.37474138000326,-0.004660872913093916,2,momentum_exit
2020-08-12,2020-08-13,2020-08-18,159.14950561523438,160.60000610351562,874.429600536376,208.7475579310367,210.6500987748551,0.0060912667232251305,4,momentum_exit
2020-08-18,2020-08-19,2020-09-03,165.15049743652344,166.9280297415597,847.7887270263438,210.0190949842165,212.27955275941886,0.007735358274411741,12,intraday_stop
2020-10-08,2020-10-09,2020-10-16,160.5,160.43016215733118,879.1014244169766,211.6436679283871,211.55157610793455,-0.003429330060391367,6,intraday_stop
2020-11-04,2020-11-05,2020-11-10,165.99850463867188,154.75100708007812,847.0673572028966,210.91787193586882,196.62678988771276,-0.07054916108309717,4,momentum_exit
2020-11-25,2020-11-27,2020-11-30,160.56300354003906,160.4239959716797,813.9599978043337,196.03779301336115,195.86807311330628,-0.0038586642992023412,2,momentum_exit
2020-11-30,2020-12-01,2020-12-04,159.4250030517578,159.91050720214844,816.6069530794462,195.28134898016603,195.87604807760292,4.071599914112767e-05,4,momentum_exit
2020-12-08,2020-12-09,2020-12-11,158.39450073242188,154.83299255371094,821.953199773892,195.28930005540337,190.89821049013486,-0.025413202054678563,3,momentum_exit
2020-12-11,2020-12-14,2020-12-28,157.14999389648438,159.6999969482422,807.4085523640883,190.32637361397863,193.41471502279433,0.013182441711728554,10,momentum_exit
2020-12-28,2020-12-29,2021-01-04,165.4969940185547,158.06840079171317,776.7929203545127,192.83533994034963,184.17962200014367,-0.047747623657084626,4,intraday_stop
2021-01-05,2021-01-06,2021-01-07,157.32400512695312,157.85000610351562,778.1305023049414,183.62791070109182,184.24185680725003,0.00033790278441503396,2,momentum_exit
2021-01-08,2021-01-11,2021-01-15,157.40049743652344,156.1510009765625,778.0151569829806,183.689959083414,182.23176830674473,-0.010910053422921062,5,momentum_exit
2021-01-20,2021-01-21,2021-01-28,164.64999389648438,161.7519989013672,735.6448974656948,181.6858918165598,178.48804897000116,-0.02054372501309376,6,momentum_exit
2021-02-01,2021-02-02,2021-02-22,169.0,160.406494140625,701.9857468099475,177.9533868163217,168.90460887370816,-0.05369233487393732,14,momentum_exit
2021-03-31,2021-04-01,2021-05-04,155.89700317382812,165.16398402622767,720.1278217929596,168.39865397942842,178.40877008318176,0.056269401248724815,23,intraday_stop
2021-05-06,2021-05-07,2021-05-10,165.95449829101562,164.11599731445312,714.5506639537782,177.87434540994207,175.90379226971845,-0.014040665222317172,2,momentum_exit
2021-06-08,2021-06-09,2021-07-19,163.64349365234375,176.62899780273438,714.4672334564295,175.37687127440225,189.2934471124521,0.07611919373632903,28,gap_stop
