mes,BAA10Y,NFCI,z_baa10y_fechado,z_nfci_fechado,mudanca_regime
2019-12,1.98,-0.559,-0.006470042812251567,-0.4690104085654585,0
2020-01,2.13,-0.626,-0.4378122256583878,-0.10407411716904574,0
2020-02,2.38,-0.294,0.28292913939987985,-1.4989488250855043,0
2020-03,3.93,0.275,1.4063984605624926,4.1415434384377745,1
2020-04,3.23,0.161,4.79531664882862,5.331577432681599,0
2020-05,3.08,-0.271,2.5792269062763586,3.540555789941181,0
2020-06,2.93,-0.387,2.0307299055574384,1.2035225751486867,0
2020-07,2.6,-0.478,1.582075722183986,0.5784451138789053,0
2020-08,2.67,-0.511,0.831117250156738,0.09753316497309115,1
2020-09,2.75,-0.495,0.9371562941478933,-0.07952073423561376,0
2020-10,2.61,-0.51,1.0481225731889072,-0.008170918812416435,0
2020-11,2.29,-0.572,0.7160433506805869,-0.09860328930021088,0
2020-12,2.18,-0.609,0.026839397038093418,-0.4256993527407279,1
2021-01,2.17,-0.623,-0.23185448186051297,-0.6193333456620755,0
2021-02,2.12,-0.631,-0.299846139101855,-0.6885329723981772,0
2021-03,2.03,-0.652,-0.44899751691869727,-0.7131155676872978,0
2021-04,1.96,-0.686,-0.6714702032450683,-0.7919616044207395,0
2021-05,1.99,-0.698,-0.8527049369157033,-0.93344607391946,0
2021-06,1.87,-0.691,-0.7943073859787266,-0.9638069227474829,0
2021-07,1.95,-0.66,-1.0587858681291962,-0.8980593490416905,0
2021-08,1.94,-0.652,-0.8883431187728774,-0.7275178332189138,0
2021-09,1.85,-0.658,-0.9141438286545689,-0.6787039983308613,0
2021-10,1.69,-0.625,-1.126155769549555,-0.6962504844587758,0
2021-11,1.81,-0.554,-1.4431761799670428,-0.5249469074001308,0
2021-12,1.85,-0.559,-1.1188826655680897,-0.1697743136697301,0
2022-01,1.93,-0.543,-0.9791635042072043,-0.17740236236628204,0
2022-02,2.34,-0.437,-0.7680363329172557,-0.0957630571340602,0
2022-03,1.93,-0.37,0.125060416532239,0.39775207040846133,0
2022-04,2.05,-0.332,-0.7490192485272177,0.687166743571799,0
2022-05,2.18,-0.253,-0.48116227044994564,0.8269110014737633,0
2022-06,2.31,-0.163,-0.18718220159901655,1.1415855824227759,1
2022-07,2.36,-0.213,0.09540254146014213,1.4659753116899692,0
2022-08,2.18,-0.219,0.19034497753584845,1.169959009392885,0
2022-09,2.24,-0.097,-0.19627860400368854,1.0859491981530227,0
2022-10,2.28,-0.117,-0.068263309500861,1.520216169222888,0
2022-11,2.15,-0.176,0.012693441459282747,1.3492578124599806,0
2022-12,1.99,-0.218,-0.27483723173255015,1.045278478052214,0
2023-01,1.9,-0.304,-0.6243815895498034,0.8285479332400953,0
2023-02,1.9,-0.267,-0.8002415368715171,0.4437358649247853,1
2023-03,2.11,-0.147,-0.7653720639981845,0.5920458772934724,0
2023-04,2.08,-0.187,-0.26144148361634567,1.2644361596039648,1
2023-05,2.16,-0.212,-0.29116473239987645,1.2377279370078227,0
2023-06,1.88,-0.228,0.040143903434682625,1.0944615167061653,0
2023-07,1.77,-0.28,-0.9448039647539629,0.9789154168940666,0
2023-08,1.83,-0.333,-1.3261673389305566,0.6908421577553886,0
2023-09,1.78,-0.311,-1.059380240131608,0.40672871329997834,1
2023-10,1.85,-0.283,-1.310192642738716,0.4889909414598747,0
2023-11,1.67,-0.32,-0.9661496223390874,0.5943136412024036,0
2023-12,1.61,-0.367,-1.8292288240141583,0.38196957519372676,0
2024-01,1.61,-0.397,-1.9720041690583712,0.1188953891954546,0
2024-02,1.55,-0.427,-1.8200037292226794,-0.06421625892973189,0
2024-03,1.5,-0.433,-1.9380933665461637,-0.2523724510172924,0
2024-04,1.44,-0.414,-1.9824887157474138,-0.3250373058504597,0
2024-05,1.46,-0.41,-2.0463219643756076,-0.2748286612931561,0
2024-06,1.55,-0.381,-1.8095009581999606,-0.3134828238169301,0
2024-07,1.68,-0.361,-1.3782188688126957,-0.20459718664775153,0
2024-08,1.69,-0.391,-0.84002842179266,-0.13897810717354694,0
2024-09,1.63,-0.428,-0.7689044603270601,-0.41455031159217126,0
2024-10,1.46,-0.446,-0.9598068958518602,-0.78264708288156,0
2024-11,1.44,-0.477,-1.5277079505192461,-1.0284273288112493,0
2024-12,1.42,-0.486,-1.5111162667312779,-1.3423656045744963,0
2025-01,1.45,-0.509,-1.488539655976674,-1.4828950902673566,0
2025-02,1.57,-0.481,-1.3084247770966297,-1.72081092377147,0
2025-03,1.76,-0.409,-0.8659185582569552,-1.4392149082644343,0
2025-04,1.96,-0.39,-0.2020631747084834,-0.790162332527931,0
2025-05,1.84,-0.467,0.4922750362985763,-0.6064117166817502,0
2025-06,1.75,-0.497,0.11521973335554489,-1.2053327187382776,0
2025-07,1.67,-0.519,-0.15363607449464,-1.3839009998830523,0
2025-08,1.8,-0.528,-0.404007418395559,-1.475117710767831,0
2025-09,1.67,-0.527,0.15597273140723714,-1.4558792560549172,0
2025-10,1.69,-0.515,-0.33065406754391374,-1.4051204421315064,0
2025-11,1.78,-0.511,-0.1879759763461346,-1.2653980925269135,0
2025-12,1.72,-0.54,0.3044141742630965,-1.179387318679476,0
2026-01,1.62,-0.567,0.04164213742701346,-1.378878167293871,0
2026-02,1.8,-0.509,-0.4400020339211892,-1.5265853924343236,0
2026-03,1.79,-0.46,0.5215443004705035,-0.9396008025540401,0
2026-04,1.7,-0.497,0.5526750634279338,-0.44180560862685714,0
2026-05,1.57,-0.508,0.1104589762741712,-0.7913279781058883,0
2026-06,1.53,-0.516,-0.6711462450707304,-0.8879432652146627,0
2026-07,1.63,-0.546,-0.9037801500346878,-0.9649886516677708,0
2026-08,1.67,-0.549,-0.15913427774835498,-1.3131270394353012,0
