entry_signal_time,entry_time,exit_time,entry_price,exit_price,quantity,entry_cost,exit_cost,net_return,holding_bars,exit_reason
2020-04-06,2020-04-07,2020-04-08,45.189998626708984,43.5,2209.5646757552736,149.77533699450825,144.1740950930316,-0.040281106997386185,2,momentum_exit
2020-04-08,2020-04-09,2020-07-06,43.95000076293945,56.09000015258789,2180.3901118574804,143.74222061946284,183.4471225601808,0.272400027493201,59,momentum_exit
2020-07-06,2020-07-07,2020-08-12,56.7400016784668,60.880001068115234,2148.9554700706462,182.8976054681383,196.24261696984954,0.06975031404742316,27,momentum_exit
2020-08-13,2020-08-14,2020-08-27,60.349998474121094,61.689998626708984,2161.3341710573213,195.6547708880627,199.999053066578,0.019141795776733028,10,momentum_exit
2020-08-28,2020-08-31,2020-09-01,61.099998474121094,60.290000915527344,2175.6678618096453,199.39995455514543,196.7565260705804,-0.016212711741781072,2,momentum_exit
2020-09-01,2020-09-02,2020-09-03,61.900001525878906,60.0,2112.73167188971,196.1671405706186,190.14585047007392,-0.03359825329572619,2,momentum_exit
2020-09-04,2020-09-08,2020-09-09,59.59000015258789,59.900001525878906,2120.8957521731177,189.57626729342866,190.56248818709977,0.0021911480897207625,2,momentum_exit
2020-09-11,2020-09-14,2020-09-17,62.79999923706055,60.400001525878906,2016.8965953027603,189.99165696936504,182.73083615074003,-0.041097553410776144,4,momentum_exit
2020-10-07,2020-10-08,2020-10-13,60.349998474121094,61.27000045776367,2012.5210638581593,182.1834646994647,184.96074975577267,0.012203269311333642,3,momentum_exit
2020-10-13,2020-10-14,2020-10-29,62.08000183105469,59.96607249123709,1980.3124263764344,184.4066985832641,178.1273377730803,-0.03694520049099814,12,intraday_stop
2020-11-13,2020-11-16,2021-01-13,63.5,96.45571599687848,1864.501376716245,177.59375613222232,269.7627229024966,0.5144375157402974,38,intraday_stop
2021-02-17,2021-02-18,2021-03-19,97.36000061035156,96.0999984741211,1841.65054205553,268.95464684787106,265.47392142210106,-0.015898421524851103,22,momentum_exit
2021-03-26,2021-03-29,2021-03-30,96.0,97.91000366210938,1838.0464757028897,264.6786925012161,269.9447057507957,0.016840766523300577,2,momentum_exit
2021-04-05,2021-04-06,2021-05-13,103.80000305175781,111.02893120901925,1728.5554056045141,269.13608456532154,287.879488829763,0.06643872873552126,27,intraday_stop
2021-05-28,2021-05-31,2021-06-07,112.5,112.19999694824219,1700.8423341078355,287.01714388069723,286.2517570445104,-0.005654212434061723,5,momentum_exit
2021-06-11,2021-06-14,2021-06-16,114.91000366210938,111.5,1655.7553962906743,285.3942879769781,276.9250900296153,-0.032582042853434245,3,momentum_exit
2021-06-21,2021-06-22,2021-06-29,110.69000244140625,110.5999984741211,1662.8756163842233,276.0955590559869,275.8710609521224,-0.0038061884438864713,6,momentum_exit
2021-06-30,2021-07-01,2021-07-02,113.41000366210938,112.0,1616.816144656634,275.0446873296996,271.6251123023145,-0.015391062169238356,2,momentum_exit
2021-07-02,2021-07-05,2021-07-30,113.9000015258789,111.14464569091797,1585.0831361997195,270.81145744768946,264.26025534535034,-0.027114050297261216,19,intraday_stop
2021-12-02,2021-12-03,2022-01-24,73.08999633789062,82.74214145115444,2403.143842479515,263.4686619693783,298.26190161286627,0.12866727243217357,35,intraday_stop
2022-02-18,2022-02-21,2022-03-09,86.5999984741211,95.79000091552734,2289.210633686834,297.36845607633245,328.9252330450452,0.10280673215843317,11,gap_stop
2022-03-17,2022-03-18,2022-03-31,95.41000366210938,96.41999816894531,2291.4434035933637,327.9399352925388,331.4114531680709,0.0075586178050535135,10,momentum_exit
2022-04-06,2022-04-07,2022-04-08,95.5,96.63999938964844,2306.587838927952,330.41870792642914,334.36297101925163,0.008905901781505188,2,momentum_exit
2022-04-11,2022-04-12,2022-04-18,95.0999984741211,91.61000061035156,2336.9182603208915,333.36138448599377,321.12762488150787,-0.03958376759662696,4,momentum_exit
2022-05-20,2022-05-23,2022-06-09,82.30000305175781,85.23607526506696,2593.484593315351,320.1656849168104,331.58767199192823,0.03257286605062393,14,intraday_stop
2022-08-11,2022-08-12,2022-08-16,68.77999877929688,69.5,3204.3656562273977,330.5943988856119,334.0551196617062,0.007441313046879561,3,momentum_exit
2022-08-16,2022-08-17,2022-08-19,68.31999969482422,67.0,3249.9459093186174,333.05445529926476,326.61956388652106,-0.022258469748091425,3,momentum_exit
2022-09-12,2022-09-13,2022-09-14,69.31999969482422,67.75,3131.7673996453964,325.64117278151895,318.2658619889634,-0.025576244723846453,2,momentum_exit
2022-09-15,2022-09-16,2022-09-22,67.27999877929688,70.16999816894531,3144.198377046152,317.31249445429853,330.942591540194,0.039830629248166716,5,momentum_exit
2022-09-22,2022-09-23,2022-09-26,68.70999908447266,67.69999694824219,3201.3899497711022,329.9512507767186,325.10113474445524,-0.017650967101432324,2,momentum_exit
2022-09-26,2022-09-27,2022-10-13,67.63999938964844,71.29750333513532,3194.6313328302244,324.12729210418223,341.65385716048604,0.050915609473470624,12,intraday_stop
2022-11-10,2022-11-11,2023-01-31,77.98999786376953,93.90356690543038,2911.7445831421855,340.63043072865236,410.134803411925,0.20043955253597878,56,intraday_stop
2023-06-09,2023-06-12,2023-06-13,67.80000305175781,68.30000305175781,4020.710161639043,408.9062418440411,411.9217744652704,0.004357033439931213,2,momentum_exit
2023-06-14,2023-06-15,2023-06-16,69.0999984741211,69.4000015258789,3962.256334611068,410.68786001355215,412.47089350189725,0.0013330663020658662,2,momentum_exit
2023-06-19,2023-06-20,2023-06-21,69.0,67.06999969482422,3973.288252757525,411.2353341604038,399.7326628498438,-0.030882738279797817,2,momentum_exit
2023-06-21,2023-06-22,2023-06-27,66.66999816894531,66.9000015258789,3985.1534614236657,398.53526096412287,399.91015897515723,0.0004440370823040052,4,momentum_exit
2023-06-27,2023-06-28,2023-07-03,66.77999877929688,64.70999908447266,3980.3557221408164,398.71222539859656,386.3532227034116,-0.03389995469604412,4,momentum_exit
