mes,BIL,IJR,IWM,SPY,VB,VFMF
2020-07,76.8908462524414,65.00206756591797,137.0494384765625,300.6969299316406,139.59356689453125,63.430076599121094
2020-08,76.8908462524414,67.52146911621094,144.55474853515625,321.68450927734375,145.12525939941406,66.43363189697266
2020-09,76.87403106689453,64.37461853027344,139.84036254882812,309.6394958496094,141.37490844726562,64.16313934326172
2020-10,76.88243865966797,66.01536560058594,142.92112731933594,301.9190673828125,144.41751098632812,63.95221710205078
2020-11,76.87403106689453,78.04150390625,168.99591064453125,334.7608947753906,167.20480346679688,72.0438232421875
2020-12,76.87654876708984,84.47225952148438,183.60809326171875,347.1632080078125,179.76763916015625,75.8009262084961
2021-01,76.87654876708984,89.68396759033203,192.5047607421875,343.6254577636719,183.37814331054688,78.02760314941406
2021-02,76.8681640625,96.59618377685547,204.4449920654297,353.18011474609375,194.6897735595703,83.00474548339844
2021-03,76.85974884033203,100.0135726928711,207.29708862304688,369.21429443359375,198.2210693359375,88.0088119506836
2021-04,76.85974884033203,101.8658447265625,211.00315856933594,388.74957275390625,206.00802612304688,90.39110565185547
2021-05,76.85133361816406,103.99459075927734,211.5754852294922,391.30206298828125,206.09136962890625,92.93424224853516
2021-06,76.8345718383789,104.34304809570312,215.52978515625,400.0780944824219,209.10911560058594,92.06928253173828
2021-07,76.8261489868164,101.83099365234375,207.7118377685547,409.8449401855469,206.01815795898438,91.2515640258789
2021-08,76.8177261352539,103.77969360351562,212.28797912597656,422.0419006347656,210.06520080566406,93.90797424316406
2021-09,76.8261489868164,101.30023193359375,206.17330932617188,402.3724060058594,203.50213623046875,91.08080291748047
2021-10,76.8177261352539,104.89057922363281,214.93862915039062,430.6042785644531,213.57162475585938,96.39388275146484
2021-11,76.80097198486328,102.33930206298828,205.6266632080078,427.1444396972656,204.41416931152344,94.69386291503906
2021-12,76.80097198486328,106.92911529541016,210.2974853515625,446.8988952636719,211.3570556640625,98.58000946044922
2022-01,76.80097198486328,99.21591186523438,190.2461700439453,423.32891845703125,194.7110595703125,93.92179107666016
2022-02,76.7841567993164,100.57926177978516,192.2125701904297,410.83343505859375,196.39437866210938,94.59027862548828
2022-03,76.8194580078125,100.89664459228516,194.43748474121094,426.2769470214844,199.2589111328125,95.94044494628906
2022-04,76.81103515625,92.98426818847656,175.18980407714844,388.86297607421875,182.87901306152344,89.90397644042969
2022-05,76.83621978759766,94.72388458251953,175.53079223632812,389.74072265625,182.80401611328125,92.98126220703125
2022-06,76.8958969116211,86.68461608886719,160.84527587890625,357.6025695800781,165.6795654296875,83.18363189697266
2022-07,76.92364501953125,95.29583740234375,177.83583068847656,390.53326416015625,183.25320434570312,90.72637939453125
2022-08,77.07266235351562,91.17784118652344,174.27438354492188,374.5987854003906,178.47406005859375,89.11553192138672
2022-09,77.23207092285156,82.2090072631836,157.43870544433594,339.9686584472656,161.39117431640625,82.01185607910156
2022-10,77.3545150756836,92.3260269165039,175.01356506347656,367.59979248046875,177.37826538085938,93.5102310180664
2022-11,77.5982666015625,96.02206420898438,178.8702850341797,388.03515625,185.1687774658203,98.10302734375
2022-12,77.879638671875,89.60867309570312,167.21847534179688,365.6734619140625,174.34652709960938,92.96526336669922
2023-01,78.10103607177734,98.13020324707031,183.63722229003906,388.6696472167969,192.05284118652344,98.35124969482422
2023-02,78.37109375,96.9466552734375,180.47239685058594,378.8974304199219,187.6262969970703,96.84626770019531
2023-03,78.6838607788086,91.88289642333984,171.72430419921875,392.94610595703125,180.81021118164062,93.7056655883789
2023-04,78.9695053100586,89.31742095947266,168.64402770996094,399.2233581542969,178.6640625,92.7534408569336
2023-05,79.2657699584961,87.82561492919922,167.26754760742188,401.0663146972656,175.1443634033203,90.09158325195312
2023-06,79.63087463378906,95.02711486816406,180.76158142089844,427.05535888671875,190.45474243164062,98.82278442382812
2023-07,79.9382553100586,100.28150177001953,191.8040008544922,441.0342102050781,199.89657592773438,103.54947662353516
2023-08,80.3353271484375,96.10469055175781,182.05502319335938,433.8665771484375,192.50401306152344,101.78244018554688
2023-09,80.65593719482422,90.39188385009766,171.3982391357422,413.28631591796875,181.74346923828125,98.59329223632812
2023-10,81.00353240966797,85.17900085449219,159.5475616455078,404.314453125,171.15049743652344,94.31004333496094
2023-11,81.3827896118164,92.22212982177734,174.22998046875,441.24609375,186.895751953125,101.48638153076172
2023-12,81.730712890625,104.00286102294922,195.35740661621094,461.3913269042969,206.11912536621094,110.18705749511719
2024-01,82.07952117919922,99.91958618164062,187.73623657226562,468.7396545410156,200.56349182128906,110.914306640625
2024-02,82.44422912597656,103.1381607055664,198.29684448242188,493.2016906738281,212.13851928710938,116.06838989257812
2024-03,82.78236389160156,106.50460815429688,205.21142578125,509.3302917480469,221.5241241455078,122.1537094116211
2024-04,83.14013671875,100.59732818603516,191.15985107421875,488.7943420410156,207.18157958984375,115.59205627441406
2024-05,83.52034759521484,105.66622161865234,200.79104614257812,513.5173950195312,215.41885375976562,120.18789672851562
2024-06,83.85381317138672,103.15892028808594,198.53338623046875,531.6343994140625,212.12310791015625,118.38092803955078
2024-07,84.23185729980469,114.45552062988281,219.05311584472656,538.072021484375,227.0663299560547,126.94572448730469
2024-08,84.62078094482422,112.6759262084961,215.354248046875,550.6443481445312,227.0857696533203,126.19139099121094
2024-09,84.97804260253906,113.62107849121094,216.88442993164062,562.21044921875,231.46224975585938,126.61614227294922
2024-10,85.31353759765625,110.66786193847656,213.81118774414062,557.1934814453125,229.93026733398438,125.97040557861328
2024-11,85.62981414794922,122.91788482666016,237.4839630126953,590.4208984375,254.19769287109375,136.75843811035156
2024-12,85.97501373291016,112.97370147705078,217.59730529785156,576.2152709960938,235.334228515625,127.37364196777344
2025-01,86.27593231201172,116.13092041015625,223.03330993652344,591.6903076171875,244.50157165527344,132.9921875
2025-02,86.5552749633789,109.6105728149414,211.38331604003906,584.178955078125,232.69960021972656,130.22193908691406
2025-03,86.83834075927734,102.84435272216797,196.89491271972656,551.6289672851562,218.06289672851562,123.78426361083984
2025-04,87.13377380371094,98.47763061523438,192.32513427734375,546.8462524414062,212.5559844970703,121.10885620117188
2025-05,87.45024871826172,103.63116455078125,202.40232849121094,581.2128295898438,224.3958282470703,127.7552490234375
2025-06,87.7429428100586,107.88023376464844,213.57177734375,611.0791015625,233.81585693359375,132.42617797851562
2025-07,88.05581665039062,108.85746002197266,217.13475036621094,625.1531982421875,238.32484436035156,132.15248107910156
2025-08,88.38230895996094,116.51736450195312,232.75254821777344,637.98095703125,249.12864685058594,139.71417236328125
2025-09,88.6741714477539,117.7380599975586,240.1520233154297,660.7061157226562,251.679931640625,142.51385498046875
2025-10,88.98548126220703,116.717529296875,244.3900909423828,676.4556274414062,252.3826904296875,141.6011199951172
2025-11,89.24136352539062,119.75931549072266,246.89126586914062,677.7747192382812,256.1042175292969,146.87599182128906
2025-12,89.54049682617188,119.62873840332031,245.1399383544922,678.3152465820312,256.2181091308594,149.50741577148438
2026-01,89.80506896972656,126.44731903076172,258.57403564453125,688.3120727539062,268.07794189453125,156.39837646484375
2026-02,90.04486846923828,129.10507202148438,260.3267517089844,682.3637084960938,275.24945068359375,160.97120666503906
2026-03,90.30403900146484,123.93534851074219,247.41163635253906,648.6688842773438,261.1402282714844,154.4720916748047
2026-04,90.56494140625,136.6868133544922,277.310546875,716.8132934570312,283.5433349609375,167.80506896972656
2026-05,90.85238647460938,138.24209594726562,289.740966796875,754.5361328125,292.63616943359375,170.9856414794922
2026-06,91.09991455078125,148.30999755859375,300.45001220703125,746.77001953125,303.1199951171875,176.97000122070312
2026-07,91.4070053100586,145.4600067138672,291.20001220703125,747.030029296875,295.1400146484375,181.9600067138672
