symbol,status,nominal_is_start,nominal_is_end,nominal_oos_start,nominal_oos_end,effective_is_start,effective_is_end,effective_is_bars,effective_oos_start,effective_oos_end,effective_oos_bars,total_bars,source_declared,adjustments_declared,provenance_independently_verified,calendar,currency,file_sha256,data_fingerprint,error
SPY,available,2020-01-01,2022-12-31,2023-01-01,2026-09-21,2020-01-02,2022-12-30,756,2023-01-03,2026-09-04,922,1678,Yahoo Finance via yfinance (unverified),Raw OHLC; auto_adjust=False; unverified total return,False,US_EQUITIES,USD,dd4c573d6f9c109d3b0e461d9cd759f3d0c7451a3650ec30f578f2cd9d1047ed,75b54c3a121097e615f8b2fdc6187adab532b86a94316ae976bb6b84fcda90d9,
